Disease	Disease_id	Gene	Gene_id	Score_gda	Association_Type	 Type	Original_DB	Sentence	PMID	PMID_Year
Heart failure	C0018801	KCNIP2	30819	0.01	AlteredExpression		BEFREE	"One gene regulated by H3K4me3 was <span class=""gene"" id=""21646717-5-34-66"">Kv channel-interacting protein 2</span> (<span class=""gene"" id=""21646717-5-68-74"">Kcnip2</span>), which regulates a cardiac repolarization current that is downregulated in <span class=""disease"" id=""21646717-5-151-164"">heart failure</span> and functions in arrhythmogenesis."	21646717.0	2011.0
Heart failure	C0018801	MUC16	94025	0.01	Biomarker		LHGDN	This is th e first study to show that serum <span class=gene id=17285443>CA 125</span> is related to the presence and severity of <span class=disease id=17285443>heart failure</span> and diastolic dysfunction in hypertrophic cardiomyopathy.	17285443.0	2007.0
Heart failure	C0018801	FASN	2194	0.3	Biomarker		CTD_human	"The <span class=""disease"" id=""26670611-3-4-17"">heart failure</span>-like substrate metabolism was reproduced in a novel transgenic model of myocardium-specific expression of <span class=""gene"" id=""26670611-3-124-143"">fatty acid synthase</span> (<span class=""gene"" id=""26670611-3-145-149"">FASN</span>), the major palmitate-synthesizing enzyme."	26670611.0	2016.0
Heart failure	C0018801	S100A1	6271	0.1	AlteredExpression		BEFREE	"Analyses of left ventricular specimen of patients with end stage <span class=""disease"" id=""8898862-6-65-78"">heart failure</span> (CHF, n = 6; CHD, n = 6) revealed significantly reduced <span class=""gene"" id=""8898862-6-135-141"">S100A1</span> protein levels, while integration of <span class=""gene"" id=""8898862-6-179-185"">S100A1</span> peaks after RP-HPLC yielded two groups of patients with &lt; 76% (69 +/- 7%, n = 6) and &lt; 35% (23 +/- 12%, n = 6) respectively as compared to controls (100 +/- 8%, n = 3)."	8898862.0	1996.0
Heart failure	C0018801	SIRT1	23411	0.34	AlteredExpression		BEFREE	"Reduced <span class=""gene"" id=""26233702-0-8-13"">SIRT1</span> expression correlates with enhanced oxidative stress in compensated and decompensated <span class=""disease"" id=""26233702-0-100-113"">heart failure</span>."	26233702.0	2016.0
Heart failure	C0018801	NRF1	4899	0.01	Biomarker		BEFREE	"Taken together, these findings suggest that the mitochondrial degeneration engaged in the skeletal muscle atrophy and the <span class=""disease"" id=""22912857-12-122-135"">heart failure</span> in the NF90 Tg mice may be caused by NF90-induced posttranscriptional repression of transcription factors such as PGC-1 and <span class=""gene"" id=""22912857-12-260-265"">NRF-1</span> for regulating nuclear-encoded genes relevant to mitochondrial function."	22912857.0	2013.0
Heart failure	C0018801	RNF111	54778	0.02	AlteredExpression		BEFREE	"In addition, beta ARK enzyme activity assays were performed, and the levels of beta 1- and beta 2-receptors were determined by radioligand binding. beta <span class=""gene"" id=""8381058-6-153-156"">ARK</span> mRNA levels were increased almost threefold in both forms of <span class=""disease"" id=""8381058-6-218-231"">heart failure</span>, and beta ARK activity was enhanced. beta 1-Receptor mRNA levels and beta 1-receptor numbers were decreased by approximately 50% in both failing groups, whereas these levels were unaltered for beta 2-receptors."	8381058.0	1993.0
Heart failure	C0018801	ACE	1636	0.6	Biomarker		BEFREE	"<span class=""gene"" id=""23891037-12-0-3"">ACE</span> inhibitors are well tolerated drugs used in the treatment of hypertension and <span class=""disease"" id=""23891037-12-82-95"">heart failure</span> and would also treat antisocial behavior disorders."	23891037.0	2014.0
Heart failure	C0018801	NRG1	3084	0.34	Biomarker		BEFREE	"Here, we review the current knowledge of the <span class=""gene"" id=""21631420-11-45-49"">NRG1</span>-ErbB signaling in the heart and discuss the potential use of <span class=""gene"" id=""21631420-11-111-115"">NRG1</span>s as novel therapy for <span class=""disease"" id=""21631420-11-138-151"">heart failure</span>."	21631420.0	2012.0
Heart failure	C0018801	BRCA1	672	0.02	GeneticVariation		BEFREE	"Animal data suggest that defects in <span class=""gene"" id=""26749359-1-36-41"">BRCA1</span>/2 genes significantly increase the risk of <span class=""disease"" id=""26749359-1-85-98"">heart failure</span> and mortality in mice exposed to doxorubicine."	26749359.0	2016.0
Heart failure	C0018801	PTGS2	5743	0.31	Biomarker		CTD_human	MnSOD protects against COX1-mediated endothelial dysfunction in chronic heart failure.	20304815.0	2010.0
Heart failure	C0018801	BNIP3	664	0.21	Therapeutic		RGD	"In this study, we tested the effects of <span class=""gene"" id=""23508759-2-40-45"">BNIP3</span> manipulation in <span class=""disease"" id=""23508759-2-62-64"">HF</span>."	23508759.0	2013.0
Heart failure	C0018801	LONP1	9361	0.01	AlteredExpression		BEFREE	"hCPCs isolated from the myocardium of <span class=""disease"" id=""22841153-4-38-51"">heart failure</span> patients undergoing left ventricular assist device implantation were engineered to express green fluorescent protein (hCPCe) or <span class=""gene"" id=""22841153-4-180-185"">Pim-1</span>-GFP (hCPCeP)."	22841153.0	2012.0
Heart failure	C0018801	RYR1	6261	0.02	Biomarker		BEFREE	"Abnormally high phosphorylation levels (hyperphosphorylation) at Ser-2843 in <span class=""gene"" id=""14532276-2-77-81"">RyR1</span> and Ser-2809 in RyR2 and dissociation of FK506-binding proteins from the receptors have been implicated as one of the causes of altered calcium homeostasis observed during human <span class=""disease"" id=""14532276-2-260-273"">heart failure</span>."	14532276.0	2004.0
Heart failure	C0018801	GNL2	29889	0.01	GeneticVariation		BEFREE	"Some HF-responsive gene products also demonstrated highly significant changes in expression as a function of age and/or sex, but independent of <span class=""disease"" id=""12601168-5-144-146"">HF</span> (<span class=""gene"" id=""12601168-5-148-152"">Ngp1</span>, Cd163, and Npat)."	12601168.0	2003.0
Heart failure	C0018801	CFAP97	57587	0.01	Biomarker		BEFREE	"<span class=""disease"" id=""17349887-6-0-13"">Heart failure</span> plasma contained both low- (LMW-BNP) and high-molecular-weight (<span class=""gene"" id=""17349887-6-78-81"">HMW</span>-BNP) forms."	17349887.0	2007.0
Heart failure	C0018801	AGT	183	0.6	Biomarker		CTD_human	"<span class=""gene"" id=""12025466-3-0-14"">Angiotensin II</span> and norepinephrine induce programmed cell death (apoptosis) in myocardial cells, thereby contributing to the progression of left ventricular function to <span class=""disease"" id=""12025466-3-168-181"">heart failure</span>."	12025466.0	2002.0
Heart failure	C0018801	MIR216A	406998	0.02	Biomarker		BEFREE	"The inverse correlation between <span class=""gene"" id=""24481443-4-32-40"">miR-216a</span> and autophagic genes was conserved during human umbilical vein endothelial cells (HUVECs) aging and in vivo models of human atherosclerosis and <span class=""disease"" id=""24481443-4-185-198"">heart failure</span>."	24481443.0	2014.0
Heart failure	C0018801	ADM	133	0.24	AlteredExpression		LHGDN	the heart and the lungs release <span class=gene id=11972292>adrenomedullin</span> peptides in moderate congestive <span class=disease id=11972292>heart failure</span> and this secretion breaks down in severe CHF	11972292.0	2002.0
Heart failure	C0018801	NGF	4803	0.01	AlteredExpression		BEFREE	"Reduced myocardial <span class=""gene"" id=""10764418-0-19-38"">nerve growth factor</span> expression in human and experimental <span class=""disease"" id=""10764418-0-76-89"">heart failure</span>."	10764418.0	2000.0
Heart failure	C0018801	HMGB1	3146	0.21	Therapeutic		RGD	"These data suggest that extracellular <span class=""gene"" id=""24204700-14-38-43"">HMGB1</span> contributes to the effect of BMC transplantation to recover the damaged myocardium by favorably modulating innate immunity in <span class=""disease"" id=""24204700-14-170-183"">heart failure</span>."	24204700.0	2013.0
Heart failure	C0018801	NCF1	653361	0.01	Biomarker		BEFREE	"Loss of <span class=""gene"" id=""23553616-0-8-15"">p47phox</span> subunit enhances susceptibility to biomechanical stress and <span class=""disease"" id=""23553616-0-76-89"">heart failure</span> because of dysregulation of cortactin and actin filaments."	23553616.0	2013.0
Heart failure	C0018801	MUC2	4583	0.05	AlteredExpression		BEFREE	"Decreased expression of the cardiac LIM domain protein <span class=""gene"" id=""10851202-0-55-58"">MLP</span> in chronic human <span class=""disease"" id=""10851202-0-76-89"">heart failure</span>."	10851202.0	2000.0
Heart failure	C0018801	ADRA2C	152	0.36	Biomarker		BEFREE	"Genotypes and haplotypes of ADRB1, ADRB2, and <span class=""gene"" id=""18702968-9-46-52"">ADRA2C</span> did <span class=""negexp"">not significantly affect survival in metoprolol-treated or carvedilol-treated</span> <span class=""disease"" id=""18702968-9-135-137"">HF</span> patients in this study."	18702968.0	2008.0
Heart failure	C0018801	ADRA2C	152	0.36	Biomarker		BEFREE	"Patients with a deletion of 4 consecutive amino acids in the gene encoding for the alpha(2C)-adrenergic receptor (<span class=""gene"" id=""14668769-1-114-133"">alpha(2C)Del322-325</span>) have an increased prevalence of clinical <span class=""disease"" id=""14668769-1-176-189"">heart failure</span>, worse clinical status, and a lower left ventricular ejection fraction compared with patients without this deletion."	14668769.0	2004.0
Heart failure	C0018801	ND1	4535	0.1	Biomarker		HPO			
Heart failure	C0018801	CD44	960	0.01	AlteredExpression		BEFREE	"Syndecan-4, a transmembrane <span class=""gene"" id=""23374111-4-28-56"">heparan sulfate proteoglycan</span>, is essential for pathological remodeling, and we here investigated its expression and shedding during <span class=""disease"" id=""23374111-4-160-173"">heart failure</span>."	23374111.0	2013.0
Heart failure	C0018801	CXCL2	2920	0.3	Biomarker		CTD_human	Vascular and thrombogenic effects of pulmonary exposure to Libby amphibole.	22352330.0	2012.0
Heart failure	C0018801	APLN	8862	0.21	AlteredExpression		LHGDN	Differential expression of apelin in patients with chronic heart failure.	12914775.0	2003.0
Heart failure	C0018801	RETN	56729	0.31	Biomarker		BEFREE	"Human <span class=""gene"" id=""23981771-0-6-14"">resistin</span> in chemotherapy-induced <span class=""disease"" id=""23981771-0-39-52"">heart failure</span> in humanized male mice and in women treated for breast cancer."	23981771.0	2014.0
Heart failure	C0018801	EPHX2	2053	0.32	Biomarker		CTD_human	"We further demonstrated differential regulation of <span class=""gene"" id=""18443590-7-51-56"">EPHX2</span> in human <span class=""disease"" id=""18443590-7-66-79"">heart failure</span>, suggesting a cross-species role for <span class=""gene"" id=""18443590-7-117-122"">Ephx2</span> in this complex disease."	18443590.0	2008.0
Heart failure	C0018801	PPARG	5468	0.34	Biomarker		BEFREE	"Rational screening of <span class=""gene"" id=""27937122-0-22-66"">peroxisome proliferator-activated receptor-γ</span> agonists from natural products: potential therapeutics for <span class=""disease"" id=""27937122-0-126-139"">heart failure</span>."	27937122.0	2017.0
Heart failure	C0018801	APLNR	187	0.07	Biomarker		BEFREE	"<span class=""gene"" id=""25438973-3-0-3"">APJ</span> plays an important role in the occurrence and development of cardiovascular and metabolic diseases including atherosclerosis (AS), coronary heart disease (CAD), <span class=""disease"" id=""25438973-3-165-178"">heart failure</span>(HF), pulmonary arterial hypertension (PAH), myocardial hypertrophy and atrial fibrillation, especially hypertension."	25438973.0	2015.0
Heart failure	C0018801	STAT3	6774	0.03	AlteredExpression		BEFREE	"In this review, <span class=""gene"" id=""11343970-7-16-21"">STAT3</span> is highlighted as a regulator of angiogenic factors, and activation of STAT-mediated signaling in the cardiac myocyte is proposed as a novel therapeutic strategy for the prevention of <span class=""disease"" id=""11343970-7-206-219"">heart failure</span>."	11343970.0	2001.0
Heart failure	C0018801	FGF2	2247	0.01	Biomarker		LHGDN	TGF-beta1/bFGF and ET-1 have different roles in graft fibrosis in heart failure patients	16095497.0	2005.0
Heart failure	C0018801	NR3C2	4306	0.4	Biomarker		BEFREE	"The latter suggests altered function of <span class=""gene"" id=""24486397-7-40-66"">mineralocorticoid receptor</span> in <span class=""disease"" id=""24486397-7-70-83"">heart failure</span>."	24486397.0	2014.0
Heart failure	C0018801	NOS3	4846	0.4	AlteredExpression		BEFREE	"Expression of <span class=""gene"" id=""23770231-3-14-30"">constitutive NOS</span> isoforms in heart exhibits wide variability in <span class=""disease"" id=""23770231-3-78-80"">HF</span> patients, but this variability was <span class=""negexp"">not related</span> to aetiology, disease severity, concomitant pathologies or drug regimes."	23770231.0	2013.0
Heart failure	C0018801	MUC2	4583	0.05	Biomarker		BEFREE	"Interestingly, <span class=""gene"" id=""21484537-5-15-18"">MLP</span> was also found to be down-regulated in humans with <span class=""disease"" id=""21484537-5-70-83"">heart failure</span> (Zolk et al."	21484537.0	2011.0
Heart failure	C0018801	RMDN3	55177	0.01	Biomarker		BEFREE	"Furthermore, a distinct phosphorylated form of Cx43, as well as the autophagosome-targeted form of LC3 (<span class=""gene"" id=""20167932-8-104-134"">microtubule-associated protein</span> light chain 3) targeted to lipid rafts in cardiac tissue, and both were increased in <span class=""disease"" id=""20167932-8-220-233"">heart failure</span>."	20167932.0	2010.0
Heart failure	C0018801	GJA1	2697	0.16	AlteredExpression		LHGDN	Findings suggest that ZO-1, by interacting with Cx43, plays a role in the down-regulation and decreased size of Cx43 gap junctions in congestive heart failure.	18056766.0	2008.0
Heart failure	C0018801	AVPR2	554	0.31	Biomarker		CTD_human	Upregulation of vasopressin V2 and aquaporin 2 in the inner medullary collecting duct of cardiomyopathic hamsters is attenuated by enalapril treatment.	12145768.0	2002.0
Heart failure	C0018801	CALM2	805	0.09	Biomarker		BEFREE	"Ca2+/<span class=""gene"" id=""20713897-0-5-15"">calmodulin</span>-dependent kinase IIdelta causes <span class=""disease"" id=""20713897-0-48-61"">heart failure</span> by accumulation of p53 in dilated cardiomyopathy."	20713897.0	2010.0
Heart failure	C0018801	PURB	5814	0.01	AlteredExpression		BEFREE	"Single-stranded DNA-binding proteins PURalpha and <span class=""gene"" id=""12933792-0-50-57"">PURbeta</span> bind to a purine-rich negative regulatory element of the alpha-myosin heavy chain gene and control transcriptional and translational regulation of the gene expression. Implications in the repression of alpha-myosin heavy chain during <span class=""disease"" id=""12933792-0-292-305"">heart failure</span>."	12933792.0	2004.0
Heart failure	C0018801	ANKRD1	27063	0.03	AlteredExpression		BEFREE	"The <span class=""gene"" id=""19525294-3-4-10"">ANKRD1</span> gene is over-expressed in <span class=""disease"" id=""19525294-3-37-50"">heart failure</span> in human and animal models."	19525294.0	2010.0
Heart failure	C0018801	PIK3CG	5294	0.33	Biomarker		BEFREE	"Recent investigation of the downstream effector pathways for these growth factors has identified molecules involved in the progression of cardiac hypertrophy and <span class=""disease"" id=""21631421-3-162-175"">heart failure</span>, including phosphoinositide 3-kinase (<span class=""gene"" id=""21631421-3-214-218"">PI3K</span>), Akt and mammalian target of rapamycin (mTOR)."	21631421.0	2012.0
Heart failure	C0018801	MIR4491	100616330	0.01	AlteredExpression		BEFREE	"Four cardiac fibroblast-derived miRNAs (miR-660-3p, miR-665, miR-1285-3p and <span class=""gene"" id=""26683101-9-77-85"">miR-4491</span>) were found significantly upregulated in heart and plasma during <span class=""disease"" id=""26683101-9-151-164"">heart failure</span>."	26683101.0	2016.0
Heart failure	C0018801	LMNA	4000	0.18	Biomarker		HPO			
Heart failure	C0018801	ACE	1636	0.6	Biomarker		BEFREE	"With the use of standard-calibrated, competitive reverse-transcription-polymerase chain reaction mRNA expression of components of the ET system was analyzed in left ventricular myocardium from nonfailing donor hearts, from failing hearts without and with <span class=""gene"" id=""11082385-3-255-258"">ACE</span> inhibitor therapy, and from patients with end-stage <span class=""disease"" id=""11082385-3-311-324"">heart failure</span> at the time of VAD implantation and 103+/-15 days after VAD implantation during removal with subsequent heart transplantation."	11082385.0	2000.0
Heart failure	C0018801	CHDH	55349	0.02	Biomarker		BEFREE	"Analyses of left ventricular specimen of patients with end stage <span class=""disease"" id=""8898862-6-65-78"">heart failure</span> (CHF, n = 6; <span class=""gene"" id=""8898862-6-92-95"">CHD</span>, n = 6) revealed significantly reduced S100A1 protein levels, while integration of S100A1 peaks after RP-HPLC yielded two groups of patients with &lt; 76% (69 +/- 7%, n = 6) and &lt; 35% (23 +/- 12%, n = 6) respectively as compared to controls (100 +/- 8%, n = 3)."	8898862.0	1996.0
Heart failure	C0018801	FTO	79068	0.1	GeneticVariation		GWASCAT	Pleiotropic Meta-Analyses of Longitudinal Studies Discover Novel Genetic Variants Associated with Age-Related Diseases.	27790247.0	2016.0
Heart failure	C0018801	SRF	6722	0.05	AlteredExpression		BEFREE	"These results suggest that expression of <span class=""gene"" id=""11893590-7-41-44"">SRF</span>-Delta4,5 in failing hearts may in part contribute to impaired cardiac gene expression and consequently to the pathogenesis of <span class=""disease"" id=""11893590-7-171-184"">heart failure</span>."	11893590.0	2002.0
Heart failure	C0018801	EDNRA	1909	0.34	Biomarker		BEFREE	"The present study demonstrates changes in the ET-receptor expression pattern in favor of the <span class=""gene"" id=""10217651-9-93-96"">ETA</span> receptor in human end-stage <span class=""disease"" id=""10217651-9-125-138"">heart failure</span>."	10217651.0	1999.0
Heart failure	C0018801	RYR2	6262	0.3	GeneticVariation		BEFREE	"Recent studies suggest that variants in two calcium handling genes (<span class=""gene"" id=""26196381-1-68-72"">RyR2</span> and CASQ2) associated with sudden cardiac death (SCD) and non-sudden cardiac death (NSCD) in subjects with <span class=""disease"" id=""26196381-1-180-193"">heart failure</span> and coronary artery disease, respectively."	26196381.0	2016.0
Heart failure	C0018801	LUM	4060	0.01	Biomarker		BEFREE	"<span class=""gene"" id=""23480731-0-0-7"">Lumican</span> is increased in experimental and clinical <span class=""disease"" id=""23480731-0-50-63"">heart failure</span>, and its production by cardiac fibroblasts is induced by mechanical and proinflammatory stimuli."	23480731.0	2013.0
Heart failure	C0018801	NPPB	4879	0.6	AlteredExpression		BEFREE	"We found that thrombin-induced COX-2 expression, PGE2 release and cardiomyocyte hypertrophy markers (increase in ANF/<span class=""gene"" id=""26385185-5-117-120"">BNP</span>, α-actin expression and cell surface area) was attenuated by pretreatment with CORM-2 which was partially reversed by hemoglobin (Hb) or ZnPP (an inhibitor of HO-1 activity), suggesting that HO-1/CO system may be of clinical importance to ameliorate <span class=""disease"" id=""26385185-5-371-384"">heart failure</span> through inhibition of inflammatory responses."	26385185.0	2016.0
Heart failure	C0018801	CALM1	801	0.09	Biomarker		BEFREE	"Ca2+/<span class=""gene"" id=""20713897-0-5-15"">calmodulin</span>-dependent kinase IIdelta causes <span class=""disease"" id=""20713897-0-48-61"">heart failure</span> by accumulation of p53 in dilated cardiomyopathy."	20713897.0	2010.0
Heart failure	C0018801	PLN	5350	0.3	AlteredExpression		BEFREE	"In contrast, steady-state levels of <span class=""gene"" id=""2040039-10-36-49"">phospholamban</span> mRNA decreased, whereas levels of beta-myosin heavy-chain mRNA were unchanged with <span class=""disease"" id=""2040039-10-133-146"">heart failure</span>."	2040039.0	1991.0
Heart failure	C0018801	MMP9	4318	0.25	Biomarker		RGD	Activation of signaling molecules and matrix metalloproteinases in right ventricular myocardium of rats with pulmonary hypertension.	17913382.0	2007.0
Heart failure	C0018801	MYOD1	4654	0.2	Therapeutic		RGD	"In rats with aortic stenosis-induced <span class=""disease"" id=""20060348-17-37-50"">heart failure</span>, growth hormone administration increases <span class=""gene"" id=""20060348-17-92-96"">MyoD</span> gene expression above non-treated animal levels, preserves muscular trophism and attenuates interstitial fibrosis."	20060348.0	2010.0
Heart failure	C0018801	RENBP	5973	0.01	Biomarker		BEFREE	"In recent years the role of <span class=""gene"" id=""23527722-3-28-31"">AGE</span>s in the pathogenesis of cardiovascular diseases has become recognized but little is known about the role of the <span class=""gene"" id=""23527722-3-144-147"">AGE</span>RAGE system in <span class=""disease"" id=""23527722-3-163-176"">heart failure</span>."	23527722.0	2013.0
Heart failure	C0018801	DNM1L	10059	0.01	Biomarker		BEFREE	"<span class=""gene"" id=""26915633-0-0-4"">Drp1</span>-Dependent Mitochondrial Autophagy Plays a Protective Role Against Pressure Overload-Induced Mitochondrial Dysfunction and <span class=""disease"" id=""26915633-0-127-140"">Heart Failure</span>."	26915633.0	2016.0
Heart failure	C0018801	RNA18SN5	100008588	0.01	AlteredExpression		BEFREE	"We observed a marked decrease in the mRNA for the Ca2(+)-ATPase relative to both the <span class=""gene"" id=""2136864-3-85-102"">18S ribosomal RNA</span> and the myosin heavy chain mRNA in LV specimens of patients with <span class=""disease"" id=""2136864-3-168-181"">heart failure</span> compared to controls (-48%, P less than 0.01 and -47%, P less than 0.05, respectively)."	2136864.0	1990.0
Heart failure	C0018801	APLN	8862	0.21	Biomarker		RGD	Apelin increases contractility in failing cardiac muscle.	17055480.0	2006.0
Heart failure	C0018801	REN	5972	0.4	Biomarker		BEFREE	"Hearts from hypertensive homozygous <span class=""gene"" id=""15284191-3-36-41"">renin</span>-overexpressing (Ren-2) rats that had progressed to early <span class=""disease"" id=""15284191-3-99-101"">HF</span> were compared by microarray analysis to Ren-2 rats that had remained compensated."	15284191.0	2005.0
Heart failure	C0018801	TMEM70	54968	0.1	Biomarker		HPO			
Heart failure	C0018801	STAT3	6774	0.03	Biomarker		BEFREE	"Mutation of Lys-685 inhibits this function of <span class=""gene"" id=""25217633-7-46-51"">STAT3</span>, providing new information on the role of U-<span class=""gene"" id=""25217633-7-96-101"">STAT3</span> in augmenting the development of <span class=""disease"" id=""25217633-7-135-148"">heart failure</span>."	25217633.0	2014.0
Heart failure	C0018801	FOS	2353	0.2	Biomarker		RGD	Cardiac gene expression profile in rats with terminal heart failure and cachexia.	15623567.0	2005.0
Heart failure	C0018801	CALM1	801	0.09	PosttranslationalModification		BEFREE	"The decreased PP2A activity observed in <span class=""disease"" id=""22163007-8-40-42"">HF</span> was accompanied by enhanced Ca(2+)/<span class=""gene"" id=""22163007-8-78-88"">calmodulin</span>-dependent protein kinase (CaMKII)-mediated phosphorylation of RyR2 at sites Ser-2814 and Ser-2030 and increased frequency of diastolic Ca(2+) waves and afterdepolarizations in <span class=""disease"" id=""22163007-8-265-267"">HF</span> myocytes compared with controls."	22163007.0	2012.0
Heart failure	C0018801	MYBPC3	4607	0.04	Biomarker		BEFREE	"In terms of electrophysiological phenotypes, <span class=""gene"" id=""24047589-7-45-51"">mybpc3</span> knockdown fish had a longer ventricular action potential duration and slower ventricular diastolic calcium reuptake, both of which are typical electrophysiological features in human cardiac hypertrophy and <span class=""disease"" id=""24047589-7-258-271"">heart failure</span>."	24047589.0	2014.0
Heart failure	C0018801	REN	5972	0.4	Biomarker		BEFREE	"We hypothesized the genetic polymorphisms in the sympathetic nervous and <span class=""gene"" id=""17223428-3-73-78"">renin</span>-angiotensin systems are associated with adverse outcomes, defined as death or heart transplantation in patients with <span class=""disease"" id=""17223428-3-196-198"">HF</span>."	17223428.0	2007.0
Heart failure	C0018801	NPPA	4878	0.59	GeneticVariation		BEFREE	"Up-regulation was evident for muscle LIM protein (Mlp), desmin, and <span class=""disease"" id=""25541130-11-68-81"">heart failure</span> (<span class=""gene"" id=""25541130-11-83-104"">natriuretic peptide A</span> [Nppa], Nppb, and myosin heavy chain 6) and fibrosis (transforming growth factor beta 1, alpha-smooth muscle actin, osteopontin, and periostin) markers."	25541130.0	2015.0
Heart failure	C0018801	PPARA	5465	0.06	AlteredExpression		BEFREE	"Activation of <span class=""gene"" id=""16185925-0-14-62"">peroxisome proliferator-activated receptor-alpha</span> and -gamma in auricular tissue from <span class=""disease"" id=""16185925-0-99-112"">heart failure</span> patients."	16185925.0	2007.0
Heart failure	C0018801	AGT	183	0.6	Biomarker		BEFREE	"<span class=""gene"" id=""15284191-8-0-14"">Angiotensin II</span> induced fatal cardiac rupture in 70% of TSP2 knockout mice, with <span class=""disease"" id=""15284191-8-80-95"">cardiac failure</span> in the surviving mice; this was <span class=""negexp"">not seen</span> in wild-type mice."	15284191.0	2005.0
Heart failure	C0018801	APLNR	187	0.07	Biomarker		BEFREE	"In human adults, and animals, the Apelin-<span class=""gene"" id=""25184296-1-41-44"">APJ</span> ligand-receptor system is emerging as having a role in the pathogenesis of cardiovascular function and <span class=""disease"" id=""25184296-1-148-161"">heart failure</span>."	25184296.0	2015.0
Heart failure	C0018801	CCL2	6347	0.23	AlteredExpression		BEFREE	"Induction of brain natriuretic peptide and <span class=""gene"" id=""21900689-0-43-73"">monocyte chemotactic protein-1</span> gene expression by oxidized low-density lipoprotein: relevance to ischemic <span class=""disease"" id=""21900689-0-149-162"">heart failure</span>."	21900689.0	2012.0
Heart failure	C0018801	IL17A	3605	0.2	Biomarker		RGD	"Our study demonstrates the contribution of <span class=""gene"" id=""19527710-11-43-48"">IL-17</span> to myocardial fibrosis in isoproterenol-induced <span class=""disease"" id=""19527710-11-97-99"">HF</span>."	19527710.0	2009.0
Heart failure	C0018801	TNF	7124	0.6	Biomarker		BEFREE	"Serum <span class=""gene"" id=""11082413-11-6-9"">TNF</span>-alpha was higher in unused (8.72+/-1.3 pg/mL, n=13) than in used (6.12+/-0.8 pg/mL, n=25, P:&lt;0.05) donors and <span class=""disease"" id=""11082413-11-120-122"">HF</span> (4.0+/-0.4 pg/mL, n=17, P:&lt;0.005)."	11082413.0	2000.0
Heart failure	C0018801	CAD	790	0.03	Biomarker		BEFREE	"Left ventricular biopsies were taken from explanted hearts of patients with end-stage <span class=""disease"" id=""24398041-4-86-99"">heart failure</span> due to dilated cardiomyopathy (CMP; n=15) or ischemic heart disease (<span class=""gene"" id=""24398041-4-169-172"">CAD</span>; n=9), and compared with homograft control preparations from organ donors deceased due to non-cardiac causes (n=7)."	24398041.0	2014.0
Heart failure	C0018801	PLN	5350	0.3	AlteredExpression		BEFREE	"The data demonstrate an association between the dose-dependent inhibition of SERCA2a activity by <span class=""gene"" id=""19139388-7-97-100"">PLN</span>(wt) and the time of onset of <span class=""disease"" id=""19139388-7-130-143"">heart failure</span> and show that a weak inhibitor of SERCA2a, <span class=""gene"" id=""19139388-7-187-190"">PLN</span>(R9C), which is diminished in its ability to modify the level of SERCA2a activity, leads to <span class=""disease"" id=""19139388-7-282-295"">heart failure</span> despite fast sarcoplasmic reticulum Ca(2+) reuptake."	19139388.0	2009.0
Heart failure	C0018801	POLDIP2	26073	0.02	AlteredExpression		BEFREE	"The correlation between decreased MAPKAPK-2 phosphorylation and loss of active <span class=""gene"" id=""11448140-12-79-82"">p38</span> MAPK in failing human myocytes suggests that decreases in the activation of <span class=""gene"" id=""11448140-12-159-162"">p38</span> MAPK alpha, the predominant cardiac isoform, occur prior to end-stage <span class=""disease"" id=""11448140-12-233-246"">heart failure</span>."	11448140.0	2001.0
Heart failure	C0018801	SETD2	29072	0.02	Biomarker		BEFREE	"Analysis of animal models suggests that by activation of these homeostatic mechanisms, <span class=""gene"" id=""23988176-5-87-92"">HIF-1</span> plays a critical protective role in the pathophysiology of ischemic heart disease and pressure-overload <span class=""disease"" id=""23988176-5-197-210"">heart failure</span>."	23988176.0	2014.0
Heart failure	C0018801	AVPR1A	552	0.01	Biomarker		BEFREE	"This newly discovered relationship between cardiac <span class=""gene"" id=""25205804-7-51-55"">V1AR</span> and βAR may be informative for the treatment of patients with acute decompensated <span class=""disease"" id=""25205804-7-138-151"">heart failure</span> and elevated arginine vasopressin."	25205804.0	2015.0
Heart failure	C0018801	IL6ST	3572	0.04	AlteredExpression		BEFREE	"Our data suggest that <span class=""gene"" id=""12234945-10-22-27"">gp130</span> receptor downregulation balances enhanced CT-1 expression in human <span class=""disease"" id=""12234945-10-95-108"">heart failure</span> and thereby inhibits excessive activation of the gp130 signaling pathway."	12234945.0	2002.0
Heart failure	C0018801	SRF	6722	0.05	Biomarker		BEFREE	"They also explain how impaired <span class=""gene"" id=""22563064-9-31-34"">SRF</span> function observed in human <span class=""disease"" id=""22563064-9-62-64"">HF</span> promotes fibrosis and adverse cardiac remodeling."	22563064.0	2013.0
Heart failure	C0018801	ACE	1636	0.6	GeneticVariation		BEFREE	"<span class=""gene"" id=""17094051-1-0-29"">Angiotensin-converting enzyme</span> (<span class=""gene"" id=""17094051-1-31-34"">ACE</span>) inhibitors improve the prognosis in mild, moderate and severe <span class=""disease"" id=""17094051-1-98-111"">heart failure</span>, as well as preventing the onset of <span class=""disease"" id=""17094051-1-148-161"">heart failure</span> in patients with chronic asymptomatic left-ventricular dysfunction and in those with reduced ejection fraction after myocardial infarction (MI)."	17094051.0	2007.0
